"LocationID","DBA","StreetAddress","City","Zip","Type Description","Census","SubDistrict","Excellence","District","Status","LocationTypeID","symboltext"
999,"SERRANO'S PIZZA II","3274 21ST ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1000,"HEUNG YUEN RESTAURANT","3279 22ND ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1001,"CAFE VENICE","3325 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1002,"MEGA MOUTH BURGERS","3392 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1003,"RINCON PERUANO RESTAURANT","3364 26TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1005,"CHAVITA'S MEXICAN RESTAURANT","3006 MISSION ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1008,"VALENCIA PIZZA & PASTA","801 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1010,"CREPEVINE, THE","624 IRVING ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1013,"EL TREBOL RESTAURANT","3324 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1018,"PETES BARBEQUE","2399 MISSION ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1021,"LA SANTANECA DE LA MISSION","2815 MISSION ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1022,"DAK WIN RESTAURANT","2845 MISSION ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1024,"OLD JERUSALEM RESTAURANT","2976 MISSION ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1026,"PHUKET THAI RESTAURANT","248 DIVISADERO ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","167",500,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1027,"KK CAFE","252 DIVISADERO ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","167",500,"No",5,"Active",7,""
1031,"IL BORGO","500 FELL ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","163",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1036,"ALAMO SQUARE","803 FILLMORE ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","163",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1038,"GO GETTERS PIZZA","69 GOUGH ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","168",500,"No",5,"Active",7,""
1040,"CUCO'S RESTAURANT","488 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","168",500,"No",5,"Active",7,""
1042,"LOVE 'N HAIGHT COFFEE & DELI","553 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","168",500,"No",5,"Active",7,""
1043,"CENTRAL COFFEE TEA & SPICE","1696 HAYES ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","165",204,"No",2,"Active",7,""
1047,"PORK STORE CAFE","1451 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","166",305,"No",4,"Active",7,""
1048,"CREPE EXPRESS","1476 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","166",305,"No",5,"Active",7,""
1050,"RED VICTORIAN","1665 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","166",305,"No",5,"Active",7,""
1055,"CAFE CORBAS","364 HAYES ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","162",202,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1060,"BEAN THERE","201 STEINER ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","167",500,"No",5,"Active",7,""
1062,"CAFETIN SONIA","2943 16TH ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","201",503,"No",5,"Active",7,""
1064,"MAVERICK","3316 17TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","201",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1065,"UNIVERSAL CAFE","2814 19TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","228",306,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1070,"EL NUEVO FRUITLANDIA","3077 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","229",306,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1074,"WOODWARD'S GARDEN","1700 MISSION ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","201",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1075,"SANDWICH PLACE, THE","2029 MISSION ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","201",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1077,"JEFF'S SUB SHOP","1101 POTRERO AVE ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","229",306,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1081,"ARINELL PIZZA","509 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","201",503,"No",5,"Active",7,""
1083,"TULLY'S COFFEE","303 02TH ST ","SAN FRANCISCO","94107","Restaurant, < 1000 sq'","179",304,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1085,"STARBUCKS COFFEE","333 MARKET ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1087,"KATZ BAGELS","606 MISSION ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1090,"TRICOLORE CAFFE' AND PIZZERIA","590 WASHINGTON ST ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","115",406,"No",4,"Active",7,""
1091,"LES CROISSANT","2 CALIFORNIA ST","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","117A",402,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1093,"YOUNG'S BBQ","3412 17TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","202",503,"No",5,"Active",7,""
1098,"CREIGHTON'S CHEESE & FINE FOOD","673 PORTOLA DR ","SAN FRANCISCO","94127","Restaurant, < 1000 sq'","306",502,"No",5,"Active",7,""
1102,"HOANG DAT COFFEE SHOP","930 GEARY ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","122",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1103,"STARBUCKS COFFEE","4094 18TH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1111,"SUBWAY 16604","753 POLK ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","124",202,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1116,"STARBUCKS COFFEE","1899 UNION ST ","SAN FRANCISCO","94123","Restaurant, < 1000 sq'","130",206,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1122,"STARBUCKS COFFEE","2132 CHESTNUT ST ","SAN FRANCISCO","94123","Restaurant, 1000 - 2000 sq'","126",206,"Yes",2,"Active",8,"This Location Has Received the Symbol of Excellence"
1124,"SQUAT & GOBBLE CAFE #3","3600 16TH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","169",500,"No",5,"Active",7,""
1125,"PEETS COFFEE & TEA, INC","022 BATTERY ST","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","117A",402,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1127,"STARBUCKS COFFEE","555 CALIFORNIA ST ","SAN FRANCISCO","94104","Restaurant, < 1000 sq'","117A",402,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1135,"GEARY DRIVE IN","2500 GEARY BLVD ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","154",406,"No",2,"Active",7,""
1139,"MINI CAFE","28 VAN NESS","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","124",202,"No",2,"Active",7,""
1144,"STAR BAGELS","1475 POLK ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","111",403,"No",4,"Active",7,""
1146,"AUX DELICES VIETNAM","2327 POLK ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","109",405,"No",4,"Active",7,""
1147,"UA TWIN STONESTOWN","501 BUCKINGHAM WAY  ","SAN FRANCISCO","94132","Restaurant, < 1000 sq'","332",506,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1151,"POMELO ON CHURCH","1793 CHURCH ST","SAN FRANCISCO","94131","Restaurant, < 1000 sq'","215",506,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1154,"SUNFLOWER RESTAURANT","506 VALENCIA ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","202",503,"No",5,"Active",7,""
1156,"BOUDIN PETIT CAFÉ","170 O'FARRELL ST, 1ST FLOOR","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","117B",405,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1157,"SUTTER CAFÉ","330 SUTTER ST ","SAN FRANCISCO","94108","Restaurant, < 1000 sq'","117B",405,"No",4,"Active",7,""
1159,"ZONA ROSA","1797 HAIGHT ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","166",305,"No",5,"Active",7,""
1170,"PAKWAN","501 O'FARRELL ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","123",404,"No",4,"Active",7,""
1172,"BALBOA SUSHI HOUSE","0402 BALBOA ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","451",204,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1180,"LA CORNETA","2834 DIAMOND ST ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","218",506,"No",5,"Active",7,""
1186,"TULLY'S  COFFEE","2455 FILLMORE ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","135",403,"No",2,"Active",7,""
1188,"OKINA SUSHI","776 ARGUELLO BLVD ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","156",204,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1190,"MUGUBOKA","0401 BALBOA ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","451",204,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1191,"TEKKA JAPANESE RESTAURANT","0537 BALBOA ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","452",204,"No",2,"Active",7,""
1193,"PEET'S COFFEES & TEAS","3419 CALIFORNIA ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","154",406,"No",2,"Active",7,""
1194,"SWEET THINGS","3585 CALIFORNIA ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","154",406,"No",4,"Active",7,""
1196,"BRIDGE THEATRE","3010 GEARY BLVD ","SAN FRANCISCO","94118","Retail Food Markets w/ Food Prep < 5000 sq'","154",406,"Yes",2,"Active",50,"This Location Has Received the Symbol of Excellence"
1199,"PANCHO'S","3440 GEARY BLVD ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","154",406,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1203,"TAWAN'S THAI FOOD","4403 GEARY BLVD ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","452",204,"No",2,"Active",7,""
1204,"ROYAL GROUND COFFEE","5301 GEARY BLVD ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","476",204,"No",2,"Active",7,""
1205,"MINAKO JAPANESE RESTAURANT","2154 MISSION ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1207,"TAQUERIA LA PAZ","305 TURK ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","124",202,"No",2,"Active",7,""
1208,"SBC PIZZA DELI","737 03RD ST ","SAN FRANCISCO","94107","Take - Out","179",304,"No",3,"Active",11,""
1212,"HAPPY DONUTS","2600 BAYSHORE BLVD ","SAN FRANCISCO","94134","Restaurant, < 1000 sq'","264",302,"No",3,"Active",7,""
1216,"ZAOH RESTAURANT","1555 MISSION ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","177",301,"No",3,"Active",7,""
1219,"PAZZO","2 HENRY ADAMS ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","607",304,"No",3,"Active",7,""
1231,"YAMO RESTAURANT","3406 18TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1232,"SUNFLOWER CAFE","284 O'FARRELL ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","123",404,"No",4,"Active",7,""
1235,"CURRAN THEATRE","445 GEARY ST ","SAN FRANCISCO","94102","Bar/Tavern/Lounge","123",404,"Yes",4,"Active",10,"This Location Has Received the Symbol of Excellence"
1236,"MITCHELL BROTHERS","895 O'FARRELL ST ","SAN FRANCISCO","94109","Candy Counter < $1000 inventory","122",201,"No",2,"Active",43,""
1237,"ALEX GOURMET BURRITO","545 SANSOME ST #207B","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","115",406,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1241,"BANWICH","1105 TARAVAL ST ","SAN FRANCISCO","94116","Restaurant, < 1000 sq'","330",501,"No",5,"Active",7,""
1243,"JAVA SUPREME","0703 GUERRERO ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","207",504,"No",5,"Active",7,""
1244,"THANH THANH","2205 CLEMENT ST ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","426",205,"No",2,"Active",7,""
1249,"KABABAYAN FAST FOOD","2706 MISSION ST","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","209",504,"No",5,"Active",7,""
1259,"KD'S GROG & GROCERY","2416 MARKET ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","170",502,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1261,"REVERIE COFFEE CAFE","848 COLE ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","171",502,"No",5,"Active",7,""
1262,"NORTH BEACH PIZZA","800 STANYAN ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","171",502,"No",5,"Active",7,""
1263,"LAVA JAVA","852 STANYAN ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","171",502,"No",5,"Active",7,""
1265,"STARBUCKS COFFEE","744 IRVING ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1266,"JAMBA JUICE","1300 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1267,"360 GOURMET BURRITOS","1 MARKET ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1268,"PARK BENCH CAFE","3214 FOLSOM ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","252",305,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1269,"STARBUCKS COFFEE","201 SPEAR ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","179",304,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1273,"JAY'S CHEESESTEAK #2","553 DIVISADERO ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","164",500,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1274,"MORNING DUE","3698 17TH ST ","SAN FRANCISCO","94104","Restaurant, < 1000 sq'","203",204,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1276,"IRVING STREET CAFE","716 IRVING ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1280,"AMASIA HIDE'S SUSHI BAR","149 NOE ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","169",500,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1282,"MAXFIELDS","398 DOLORES ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","203",204,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1287,"CHILANGO","235 CHURCH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","203",204,"No",5,"Active",7,""
1289,"ORPHAN ANDY'S","3991 17TH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"No",5,"Active",7,""
1290,"HOT COOKIE","0407 CASTRO ST","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"No",5,"Active",7,""
1292,"CASTRO THEATRE","0429 CASTRO ST","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1294,"ANCHOR OYSTER BAR","0579 CASTRO ST","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"No",5,"Active",7,""
1296,"TAQUERIA EL BUEN SABOR","699 VALENCIA ST ","SAN FRANCISCO","94112","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1298,"FAYE'S VIDEO & ESPRESSO","3614 18TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","207",504,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1300,"WE BE SUSHI","1071 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1304,"RAIN TREE CAFE","654 IRVING ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1307,"SAN FRANCISCO TOWERS - CAFÉ","1661 PINE ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","151",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1317,"TIKKA MASALA","98 JUDAH ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","301",502,"No",5,"Active",7,""
1318,"GORDO TAQUERIA #6","5450 GEARY BLVD ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","426",205,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1322,"LA MEDITERRANEE I, INC.","2210 FILLMORE ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","135",403,"No",2,"Active",7,""
1323,"THE BLACK HORSE LONDON DELI","1514 UNION ST ","SAN FRANCISCO","94123","Restaurant, < 1000 sq'","130",206,"No",2,"Active",7,""
1326,"CAFE BONA VITA","1635 DIVISADERO ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","155",201,"No",2,"Active",7,""
1327,"SEA BISCUIT CAFE","3815 NORIEGA ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","352",204,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1332,"CHLOE'S","1399 CHURCH ST","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","214",504,"No",5,"Active",7,""
1337,"SAN MIGUEL RESTAURANT #2","3263 MISSION ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","253",302,"No",3,"Active",7,""
1339,"HIGHER GROUNDS","691 CHENERY ST ","SAN FRANCISCO","94131","Restaurant, < 1000 sq'","218",506,"No",5,"Active",7,""
1341,"SPIKE'S COFFEES & TEAS","4117 19TH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","205",502,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1342,"MASALA","1220 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1343,"HOTEI JAPANESE RESTAURANT","1290 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1344,"BEANERY","1307 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1345,"CORDON BLEU","1574 CALIFORNIA ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","111",403,"No",4,"Active",7,""
1346,"M'S CAFE","1376 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1347,"CREPES ON COLE","100 CARL ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","171",502,"No",5,"Active",7,""
1348,"THE GROVE","2250 CHESTNUT ST ","SAN FRANCISCO","94123","Restaurant, < 1000 sq'","126",206,"No",2,"Active",7,""
1350,"KING OF THAI NOODLE HOUSE","639 CLEMENT ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","402",205,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1351,"EXIT THEATRE","156 EDDY ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","125",202,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1352,"LA TORTILLA","0495B CASTRO ST","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","206",504,"No",5,"Active",7,""
1354,"SUSHI TIME","2275 MARKET ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","203",204,"No",5,"Active",7,""
1358,"MING'S FONG LAM RESTAURANT","2878 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","229",306,"No",3,"Active",7,""
1359,"STARBUCKS COFFEE","1750 DIVISADERO ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","153",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1362,"RESTAURANTE FAMILIAR","4499 MISSION ST ","SAN FRANCISCO","94112","Restaurant, < 1000 sq'","260",305,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1366,"CAFE LA TAZA","2475A MISSION  ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"No",5,"Active",7,""
1368,"STARBUCKS COFFEE","701 BATTERY ST ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","105",407,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1373,"DOS PINAS","251 RHODE ISLAND  ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","607",304,"No",3,"Active",7,""
1376,"THEATRE TOO","539 SUTTER ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","121",404,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1379,"EL PEROL","2590 MISSION  ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1381,"PEBBLE'S CAFE","2852 DIAMOND ST ","SAN FRANCISCO","94131","Restaurant, < 1000 sq'","218",506,"No",5,"Active",7,""
1386,"EUNICE'S CAFE","3336 SACRAMENTO ST ","SAN FRANCISCO","94118","Restaurant, < 1000 sq'","133",403,"No",2,"Active",7,""
1389,"GASPARE'S PIZZA & REST","5546 GEARY BLVD ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","426",205,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1391,"JAMBA JUICE","2300 16TH ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","177",301,"No",3,"Active",7,""
1392,"SWEET JOANNA'S","101 HOWARD ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","179",304,"No",3,"Active",7,""
1395,"WHAT A GRIND","881 POST ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","122",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1396,"SAUCE SF","131 GOUGH ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","168",500,"No",5,"Active",7,""
1398,"YUMMA'S MED GRILL","721 IRVING ST","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
1399,"LA COPA LOCA","3150 22ND ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1400,"CHEZ SPENCER","82 14TH ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","177",301,"No",3,"Active",7,""
1401,"COFFEE CABIN","899 HYDE ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","120",403,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1407,"FRANKIE'S BOHEMIAN","1862 DIVISADERO ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","153",201,"No",2,"Active",7,""
1409,"STARBUCKS COFFEE","123 MISSION ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
1413,"STARBUCKS COFFEE","5455 GEARY BLVD ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","477",204,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1415,"ICE HOUSE","1311 NORIEGA  ST","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","328",501,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1424,"MUANG THAI THAI CUISINE","385 TAYLOR ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","123",404,"No",4,"Active",7,""
1426,"SWEET DELIGHT BAKERY","4476A MISSION  ","SAN FRANCISCO","94112","Restaurant, < 1000 sq'","255",506,"No",5,"Active",7,""
1427,"MIFUNE DON","22 PEACE PLAZA  275","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","155",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1434,"HOLEY BAGEL BAKERY","3872 24TH ST ","SAN FRANCISCO","94114","Restaurant, < 1000 sq'","211",305,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
1438,"CABLE CAR COFFEE CO","1 HALLIDIE PLAZA  ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","125",202,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1442,"WATERFRONT BAKERY","2801 LEAVENWORTH ST ","SAN FRANCISCO","94133","Restaurant, < 1000 sq'","102",407,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1444,"STARBUCKS COFFEE","1560 VAN NESS AVE ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","111",403,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
1452,"CAFE V","1525 FOLSOM ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","177",301,"No",3,"Active",7,""
1454,"KISS SEAFOOD","1708 LAGUNA ST ","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","152",504,"No",2,"Active",7,""
1458,"CREPE O CHOCOLAT","75 O'FARRELL ST","SAN FRANCISCO","94108","Restaurant, < 1000 sq'","117B",405,"No",4,"Active",7,""
1460,"PIZZA ZONE","555 BEACH ST ","SAN FRANCISCO","94133","Restaurant, < 1000 sq'","101",401,"No",4,"Active",7,""
1465,"BAZAAR CAFE","5927 CALIFORNIA ST ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","426",205,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
1466,"WHOLE FOODS STEEP BREW","1765 CALIFORNIA ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","151",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
